date,team_a,team_b,p1,pn,p2,pick
2026-06-17,Portugal,DR Congo,0.6450,0.2182,0.1368,1
2026-06-17,Uzbekistan,Colombia,0.1435,0.2244,0.6321,2
2026-06-17,England,Croatia,0.5003,0.2656,0.2341,1
2026-06-17,Ghana,Panama,0.2395,0.2654,0.4952,2
